DATE,TIME,Imp_rpm_set,Imp_rpm_obs,Chop_rpm_set,Chop_rpm_obs,Imp_torq_obs,Chop_torq_obs,Imp_amp_obs,Chop_amp_obs,Set_time_min,Set_time_sec,Start_time,Stop_time,Null_time,Process_status,Prod_name,Batch_no,Batch_size,Mfg_date,Exp_date,Op_name,Lot_no,Lot_size,Purge_state,Recipe_name,aa,ab,ac,ad,ae
02.08.2018,12:33:15,55,0,0,500,0,0,15,0,0,0,70,61,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,12:34:15,55,55,0,500,427,3,15,0,1,0,70,61,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,12:35:15,55,55,0,500,430,3,15,0,2,0,70,64,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,12:36:15,55,55,0,500,426,3,15,0,3,0,70,65,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,12:37:15,55,55,0,500,428,3,15,0,4,0,70,65,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:41:20,55,0,0,500,0,0,15,0,4,30,70,66,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:42:20,55,55,0,500,422,3,15,0,5,30,70,74,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:43:20,55,55,0,500,421,3,15,0,6,30,70,71,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:44:20,55,55,0,500,422,3,15,0,7,30,70,70,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:48:58,55,0,0,500,0,0,15,0,7,49,70,66,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:49:58,55,55,0,500,420,3,15,0,8,49,70,61,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:50:58,55,55,0,500,419,3,15,0,9,49,70,60,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:51:58,55,55,0,500,422,3,15,0,10,49,70,58,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:52:58,55,55,0,500,422,3,15,0,11,49,70,57,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:53:58,55,55,0,500,426,3,15,0,12,49,70,60,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,15:54:58,55,55,0,500,427,3,15,0,13,49,70,61,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
02.08.2018,16:07:16,55,0,0,500,0,0,15,0,14,18,70,70,0,0,progesterone 200 mg,1651424,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,9:08:47,55,0,0,500,0,0,15,0,0,0,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,9:21:20,55,0,0,500,0,0,15,0,0,2,70,53,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,9:22:38,55,0,0,500,0,0,15,0,0,18,70,51,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,9:23:38,55,55,0,500,419,3,15,0,1,18,70,49,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,9:24:38,55,55,0,500,421,3,15,0,2,18,70,47,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:45:12,55,0,0,500,0,0,15,0,2,39,70,62,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:46:12,55,55,0,500,419,6,15,0,3,39,70,62,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:47:12,55,55,0,500,423,5,15,0,4,39,70,56,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:48:12,55,55,0,500,418,5,15,0,5,39,70,53,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:53:59,55,0,0,500,0,0,15,0,6,24,70,58,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:54:59,55,55,0,500,423,5,15,0,7,24,70,53,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:55:59,55,55,0,500,422,4,15,0,8,24,70,50,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:56:59,55,55,0,500,424,4,15,0,9,24,70,49,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:57:59,55,55,0,500,422,4,15,0,10,24,70,48,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:58:59,55,55,0,500,421,3,15,0,11,24,70,47,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,10:59:59,55,55,0,500,423,3,15,0,12,24,70,47,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:01:08,55,0,0,500,0,0,15,0,12,50,70,68,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:02:08,55,55,0,500,424,3,15,0,13,50,70,73,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:03:08,55,55,0,500,425,3,15,0,14,50,70,70,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:03:57,55,0,0,500,0,0,15,0,0,1,70,69,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:04:57,55,55,0,500,426,3,15,0,1,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:05:57,55,55,0,500,432,3,15,0,2,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:06:57,55,55,0,500,429,3,15,0,3,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:07:57,55,55,0,500,428,3,15,0,4,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:08:57,55,55,0,500,428,3,15,0,5,1,70,67,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:09:57,55,55,0,500,428,3,15,0,6,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,12:10:57,55,55,0,500,428,3,15,0,7,1,70,66,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,14:17:13,55,0,0,500,0,0,15,0,7,37,70,64,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,,na,na,0,0,,,,,
03.08.2018,14:41:47,55,0,0,500,0,0,15,0,7,37,70,73,0,0,progesterone 200 mg,1651434,309000,18-Jul,20-Jun,,na,na,0,0,,,,,
03.08.2018,15:31:57,55,0,0,500,0,0,15,0,7,37,70,54,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,15:32:57,55,55,0,500,432,3,15,0,8,37,70,51,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:06:32,55,0,0,500,0,0,15,0,9,34,70,62,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:13:54,55,0,0,500,0,0,15,0,10,33,70,62,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:14:54,55,55,0,500,428,3,15,0,11,33,70,58,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:15:54,55,55,0,500,427,3,15,0,12,33,70,57,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:20:22,55,0,0,500,0,0,15,0,12,52,70,61,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:21:22,55,55,0,500,429,3,15,0,13,52,70,55,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,17:22:22,55,55,0,500,428,3,15,0,14,52,70,54,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,18:13:50,55,0,0,500,0,0,15,0,0,0,70,67,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,18:14:50,55,55,0,500,423,3,15,0,1,0,70,64,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,18:15:50,55,55,0,500,422,3,15,0,2,0,70,63,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
03.08.2018,18:57:18,55,0,0,500,0,0,15,0,2,6,70,70,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
03.08.2018,22:33:51,55,0,0,500,0,0,15,0,2,6,70,57,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
03.08.2018,22:35:11,55,0,0,500,0,0,15,0,2,6,70,56,0,0,progesterone 200 mg,1651436,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,11:05:26,55,0,0,500,0,0,15,0,2,10,70,45,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,11:06:17,55,0,0,500,0,0,15,0,2,49,70,44,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,11:07:43,55,0,0,500,0,0,15,0,2,51,70,44,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,11:08:43,55,55,0,500,421,3,15,0,3,51,70,41,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,11:09:43,55,55,0,500,422,3,15,0,4,51,70,43,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,12:21:33,55,0,0,500,0,0,15,0,5,10,70,63,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:30:01,55,0,0,500,0,0,15,0,5,44,70,63,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:31:01,55,55,0,500,423,3,15,0,6,45,70,62,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:32:01,55,55,0,500,423,3,15,0,7,45,70,60,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:39:18,55,0,0,500,0,0,15,0,8,37,70,63,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:40:18,55,55,0,500,426,3,15,0,9,37,70,58,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:41:18,55,55,0,500,425,3,15,0,10,37,70,55,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:42:18,55,55,0,500,425,3,15,0,11,37,70,54,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:43:18,55,55,0,500,426,3,15,0,12,37,70,56,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,13:44:18,55,55,0,500,427,3,15,0,13,37,70,58,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,14:32:13,55,0,0,500,0,0,15,0,13,42,70,66,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,14:33:13,55,55,0,500,426,3,15,0,14,42,70,66,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,14:34:30,55,0,0,500,0,0,15,0,14,59,70,64,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,16:31:50,55,0,0,500,0,0,15,0,0,0,70,57,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,16:32:33,55,0,0,500,0,0,15,0,0,2,70,56,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,16:33:33,55,55,0,500,424,3,15,0,1,2,70,52,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,17:01:31,55,0,0,500,0,0,15,0,1,51,70,61,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
06.08.2018,17:11:44,55,0,0,500,0,0,15,0,1,51,70,61,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,18:37:08,55,0,0,500,0,0,15,0,2,24,70,68,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:14:30,55,0,0,500,0,0,15,0,2,40,70,66,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:15:30,55,55,0,500,426,3,15,0,3,40,70,66,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:16:30,55,55,0,500,423,3,15,0,4,40,70,63,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:20:01,55,0,0,500,0,0,15,0,4,58,70,63,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:21:01,55,55,0,500,424,3,15,0,5,58,70,59,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:22:01,55,55,0,500,426,3,15,0,6,58,70,56,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
06.08.2018,19:46:19,55,0,0,500,0,0,15,0,7,44,70,62,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
07.08.2018,9:45:02,55,0,0,500,0,0,15,0,8,24,70,57,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
07.08.2018,11:30:23,55,0,0,500,0,0,15,0,8,51,70,73,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
07.08.2018,11:31:45,55,0,0,500,0,0,15,0,8,51,70,73,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
07.08.2018,15:05:15,55,0,0,500,0,0,15,0,8,51,70,62,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
07.08.2018,15:14:09,55,0,0,500,0,0,15,0,8,53,70,54,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
07.08.2018,15:15:09,55,55,0,500,430,3,15,0,9,53,70,52,0,0,progesterone 200 mg,1651452,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
07.08.2018,16:22:40,55,0,0,500,0,0,10,10,0,0,70,60,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,16:23:40,55,55,0,500,424,3,10,10,1,0,70,58,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,16:24:40,55,55,0,500,420,3,10,10,2,0,70,59,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:13:35,55,0,0,500,0,0,10,10,2,9,70,65,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:14:35,55,55,0,500,426,3,10,10,3,9,70,68,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:20:42,55,0,0,500,0,0,10,10,3,54,70,64,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:21:42,55,55,0,500,435,3,10,10,4,54,70,60,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:22:42,55,55,0,500,436,3,10,10,5,54,70,57,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,17:23:42,55,55,0,500,435,3,10,10,6,54,70,59,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,18:49:26,55,0,0,500,0,0,10,10,7,29,70,66,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
07.08.2018,18:50:26,55,55,0,500,427,3,10,10,8,29,70,70,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,
08.08.2018,10:46:32,55,0,0,500,0,0,0,10,10,10,70,73,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,,na,na,0,0,,,,
08.08.2018,10:49:52,50,0,80,500,0,0,1,10,0,0,35,73,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,
08.08.2018,10:50:52,50,50,80,500,425,3,1,10,0,0,35,73,0,0,clo.cit.50,mela 3mg,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,
08.08.2018,15:25:39,35,0,55,500,0,0,1,0,6,0,36,55,0,0,1.23E+24,1652601,103000,18-Jul,20-Jun,,na,na,0,0,,,,,
08.08.2018,15:26:37,35,1,55,500,17,2,1,0,0,1,36,55,0,0,1.23E+24,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
08.08.2018,15:35:26,55,0,1,500,0,0,2,0,0,1,70,54,0,0,123456,1652601,103000,18-Jul,20-Jun,sunil,na,na,0,0,,,,,
08.08.2018,15:45:59,35,0,55,500,0,0,1,0,0,33,36,67,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,15:56:09,35,0,55,500,0,0,2,0,0,1,36,64,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,15:57:01,35,0,55,500,0,0,2,0,0,5,36,59,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,15:58:01,35,35,55,500,325,5,2,0,1,5,36,56,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,15:59:10,35,0,55,500,0,0,3,0,0,0,36,56,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:00:11,35,35,55,500,326,5,3,0,1,1,36,56,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:01:11,35,35,55,500,325,5,3,0,2,1,36,57,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:02:49,35,1,55,500,17,2,4,0,0,1,36,58,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:03:49,35,35,55,500,326,5,4,0,1,1,36,58,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:04:49,35,35,55,500,326,5,4,0,2,1,36,58,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:05:49,35,35,55,500,326,5,4,0,3,1,36,58,0,0,123456,1652601,103000,18-Jul,20-Jun,akums,na,na,0,0,,,,,
08.08.2018,16:30:23,55,0,0,500,0,0,3,0,0,0,70,58,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:31:23,55,55,0,500,431,3,3,0,1,0,70,55,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:32:23,55,55,0,500,431,3,3,0,2,0,70,53,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:34:34,55,0,0,500,0,0,8,0,0,0,70,54,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:35:34,55,55,0,500,430,3,8,0,1,0,70,53,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:36:34,55,55,0,500,431,3,8,0,2,0,70,52,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:37:34,55,55,0,500,432,3,8,0,3,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:38:34,55,55,0,500,431,3,8,0,4,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:39:34,55,55,0,500,430,3,8,0,5,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:40:34,55,55,0,500,430,3,8,0,6,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:41:34,55,55,0,500,429,3,8,0,7,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:42:51,55,0,0,500,0,0,5,0,0,0,70,51,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:42:55,55,0,0,500,1,0,5,0,0,3,70,52,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:43:55,55,55,0,500,432,3,5,0,1,3,70,52,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:44:55,55,55,0,500,428,3,5,0,2,3,70,53,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:45:55,55,55,0,500,428,3,5,0,3,3,70,55,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:46:55,55,55,0,500,431,3,5,0,4,3,70,56,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:48:01,55,5,0,500,67,7,3,0,0,0,70,58,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:48:46,55,0,0,500,0,0,3,0,0,14,70,63,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:49:46,55,55,0,500,431,3,3,0,1,14,70,57,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,16:50:46,55,55,0,500,430,3,3,0,2,14,70,58,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,17:25:30,55,0,0,500,0,0,5,0,0,0,70,70,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,17:26:30,55,55,0,500,425,3,5,0,1,0,70,71,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,17:41:34,55,0,0,500,0,0,5,0,0,0,70,76,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,akums,na,na,0,0,,,,,
08.08.2018,17:52:03,55,0,0,500,0,0,5,0,0,4,70,75,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,,na,na,0,0,,,,,
08.08.2018,17:53:05,55,0,3,500,0,0,5,0,0,4,70,75,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,kvshukla,na,na,0,0,,,,,
08.08.2018,17:54:55,55,0,3,500,0,0,5,0,0,18,70,77,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,kvshukla,na,na,0,0,,,,,
08.08.2018,18:19:18,55,0,3,500,0,0,5,0,0,34,70,72,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:20:18,55,55,3,500,435,3,5,0,1,34,70,75,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:21:18,55,55,3,500,437,3,5,0,2,34,70,71,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:22:18,55,55,3,500,434,3,5,0,3,34,70,68,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:23:18,55,55,3,500,434,3,5,0,4,34,70,66,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:27:45,55,0,3,500,0,0,3,0,0,1,70,66,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
08.08.2018,18:28:45,55,55,3,500,433,3,3,0,1,1,70,63,0,0,progesterone 100mg,1657246,103000,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
