Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
4160 302,,,,,100.000,,
4160 305,,,,,40.000,,
4160 406,,,,,50.000,,
4160 502,,,,,60.000,,
4160 504,,,,,80.000,,
4160 510,,,,,60.000,,
4160 602,,,,,85.000,,
4160 604,,,,,85.000,,
4160 610,,,,,85.000,,
4160 702,,,,,90.000,,
4160 704,,,,,90.000,,
4160 710,,,,,90.000,,
4160 800,,,,,42.000,,
4160 804,,,,,100.000,,
4160 810,,,,,100.000,,
4161 001,,,,,80.000,,
4161 100,,,,,40.000,,
4161 101,,,,,100.000,,
4510 003,,,,,"2,000.000",,
4510 041,,,,,60.000,,
4510 051,,,,,600.000,,
4510 052,,,,,"1,200.000",,
4510 053,,,,,100.000,,
4520 001,,,,,100.000,,
4520 002,,,,,100.000,,
4520 006,,,,,70.000,,
4520 012,,,,,100.000,,
4520 013,,,,,600.000,,
4520 014,,,,,800.000,,
4520 015,,,,,200.000,,
4520 022,,,,,200.000,,
4520 026,,,,,20.000,,
4520 031,,,,,100.000,,
4520 042,,,,,"1,300.000",,
4520 045,,,,,100.000,,
4520 046,,,,,15.000,,
4520 051,,,,,800.000,,
4520 052,,,,,185.000,,
4520 061,,,,,100.000,,
4520 112,,,,,100.000,,
4520 114,,,,,100.000,,
4520 115,,,,,5.000,,
4520 116,,,,,50.000,,
4520 122,,,,,500.000,,
4521 012,,,,,12.000,,
4521 014,,,,,5.000,,
4521 016,,,,,31.000,,
46.52.8.110.0054,,,,,60.000,,
46.52.8.230.0054,,,,,90.000,,
46.52.9.024.0074,,,,,40.000,,
46.61.8.230.0054,,,,,66.000,,
5173 0090,,,,,90.000,,
5173 1000,,,,,100.000,,
5173 1010,,,,,30.000,,
5173 1030,,,,,29.000,,
5173 1040,,,,,20.000,,
5200 5690,,,,,30.000,,
5200 5710,,,,,118.000,,
5202 5210,,,,,294.000,,
5210 0303,,,,,166.000,,
5210 4472,,,,,50.000,,
5210 4481,,,,,118.000,,
5210 4484,,,,,10.000,,
5210 4485,,,,,50.000,,
5311 9040,,,,,77.000,,
55.34.8.110.0054,,,,,388.000,,
55.34.8.230.0054,,,,,12.000,,
55.34.9.024.0094,,,,,150.000,,
5S56BO-GB,,,,,4.000,,
5SJ4 263 8RC,,,,,4.000,,
5SL4 102 7RC,,,,,13.000,,
5SL4 104 7RC,,,,,21.000,,
5SL4 106 7RC,,,,,15.000,,
5SL4 110 7RC,,,,,20.000,,
5SL4 116 7RC,,,,,4.000,,
5SL4 120 7RC,,,,,13.000,,
5SL4 125 7RC,,,,,22.000,,
5SL4 132 7RC,,,,,3.000,,
5SL4 202 7RC,,,,,57.000,,
5SL4 204 7RC,,,,,73.000,,
5SL4 205 7RC,,,,,6.000,,
5SL4 206 7RC,,,,,49.000,,
5SL4 210 7RC,,,,,25.000,,
5SL4 213 7RC,,,,,7.000,,
5SL4 216 7RC,,,,,21.000,,
5SL4 220 7RC,,,,,47.000,,
5SL4 232 7RC,,,,,10.000,,
5SL4 250 7RC,,,,,2.000,,
5SL4 302 7RC,,,,,6.000,,
5SL4 304 7RC,,,,,10.000,,
5SL4 306 7RC,,,,,6.000,,
5SL4 310 7RC,,,,,2.000,,
5SL4 316 7RC,,,,,6.000,,
5SL4 320 7RC,,,,,4.000,,
5SL4 332 7RC,,,,,4.000,,
5SL4 350 7RC,,,,,2.000,,
5SL4 363 7RC,,,,,7.000,,
5SL5 210 7RC,,,,,1.000,,
5SL5 216 7RC,,,,,1.000,,
5SL6 101 7RC,,,,,7.000,,
5SL6 102 7RC,,,,,4.000,,
5SL6 103 7RC,,,,,1.000,,
5SL6 104 7RC,,,,,4.000,,
5SL6 108 7RC,,,,,31.000,,
5SL6 110 7RC,,,,,96.000,,
5SL6 113 7RC,,,,,49.000,,
5SL6 116 7RC,,,,,23.000,,
5SL6 120 7RC,,,,,57.000,,
5SL6 125 7RC,,,,,11.000,,
5SL6 132 7RC,,,,,18.000,,
5SL6 163 7RC,,,,,18.000,,
5SL6 202 7RC,,,,,2.000,,
5SL6 204 7RC,,,,,2.000,,
5SL6 206 7RC,,,,,2.000,,
5SL6 210 7RC,,,,,3.000,,
5SL6 216 7RC,,,,,7.000,,
5SL6 220 7RC,,,,,7.000,,
5SL6 301 7RC,,,,,13.000,,
5SL6 302 7RC,,,,,1.000,,
5SL6 304 7RC,,,,,6.000,,
5SL6 306 7RC,,,,,1.000,,
5SL6 320 7RC,,,,,1.000,,
5SL6 325 7RC,,,,,10.000,,
5SL6 332 7RC,,,,,11.000,,
5SL6 363 7RC,,,,,8.000,,
5SL7 206 7RC,,,,,1.000,,
5SL7 206 8RC,,,,,2.000,,
5SL7 210 7RC,,,,,1.000,,
5SL7 210 8RC,,,,,2.000,,
5SL7 216 8RC,,,,,1.000,,
5SL7 220 7RC,,,,,1.000,,
5SL7 225 8RC,,,,,3.000,,
5SL7 232 8RC,,,,,5.000,,
5SL7 263 8RC,,,,,7.000,,
5SM3 342 6RC,,,,,3.000,,
5SM3 442 6RC,,,,,9.000,,
5SM3 612 0RC,,,,,1.000,,
5SP4 392 7RC,,,,,1.000,,
5SQ2 110 7YA01,,,,,38.000,,
5SQ2 110 7YA04,,,,,1.000,,
5SQ2 110 7YA06,,,,,2.000,,
5SQ2 110 7YA16,,,,,34.000,,
5SQ2 110 7YA20,,,,,16.000,,
5SQ2 110 7YA32,,,,,34.000,,
5SQ2 110 7YA40,,,,,32.000,,
5SQ2 210 7YA40,,,,,3.000,,
5SQ2 310 7YA20,,,,,9.000,,
5SQ2 310 7YA25,,,,,11.000,,
5SQ2 310 7YA32,,,,,1.000,,
5SQ2 310 7YA50,,,,,1.000,,
5ST3 010,,,,,11.000,,
5ST3 030,,,,,3.000,,
5SU13 24 1RC32,,,,,22.000,,
5SU13 54 1RC20,,,,,10.000,,
5SV4 344 0RC,,,,,4.000,,
5SX4 102 7RC,,,,,38.000,,
5SX4 104 7RC,,,,,1.000,,
5SX4 120 7RC,,,,,5.000,,
5SX4 125 7RC,,,,,2.000,,
5SX4 201 7RC,,,,,19.000,,
5SX4 210 7RC,,,,,2.000,,
5SX4 216 8RC,,,,,1.000,,
5SX4 220 7RC,,,,,5.000,,
5SX4 225 7RC,,,,,15.000,,
5SX4 240 7RC,,,,,10.000,,
5SX4 302 7RC,,,,,2.000,,
5SX4 304 7RC,,,,,13.000,,
5SX4 306 7RC,,,,,49.000,,
5SX4 310 7RC,,,,,13.000,,
5SX4 320 7RC,,,,,78.000,,
5SX4 325 7RC,,,,,8.000,,
5SX4 332 7RC,,,,,11.000,,
5SX4 340 7RC,,,,,8.000,,
5SX4 363 7RC,,,,,2.000,,
5SX5 210 7RC,,,,,5.000,,
5SY6 204 7,,,,,1.000,,
60.12.8.048.0040,,,,,10.000,,
61152 32A,,,,,1.000,,
61192 10A,,,,,2.000,,
61194SFB33YR,,,,,1.000,,
61198 25A,,,,,4.000,,
6180 1690,,,,,100.000,,
6180 1770,,,,,500.000,,
6180 1790,,,,,200.000,,
6180 1830,,,,,50.000,,
6180 1850,,,,,50.000,,
6180 1870,,,,,80.000,,
6181 5125,,,,,25.000,,
6320 4135,,,,,260.000,,
6320 4195,,,,,380.000,,
6320 4305,,,,,430.000,,
6320 4415,,,,,77.000,,
6320 4475,,,,,78.000,,
6320 4555,,,,,76.000,,
6AV6 381 2BE074AX0,,,,,1.000,,
6ED1 052 2HB080BA0,,,,,7.000,,
6ED1 055 1CB100BA0,,,,,1.000,,
6EP1 333 1LD00,,,,,5.000,,
6EP1 334 1LD00,,,,,1.000,,
6EP1 336 1LB00,,,,,3.000,,
6ES7 131 4BF000AA0,,,,,1.000,,
6ES7 131 4BF500AA0,,,,,2.000,,
6ES7 132 4BF000AA0,,,,,5.000,,
6ES7 132 6BH010BA0,,,,,2.000,,
6ES7 134 4GD000AB0,,,,,4.000,,
6ES7 134 6GD010BA1,,,,,4.000,,
6ES7 135 4GB010AB0,,,,,6.000,,
6ES7 151 3BA230AB0,,,,,1.000,,
6ES7 193 4CB200AA0,,,,,3.000,,
6ES7 193 4CC201AA0,,,,,2.000,,
6ES7 193 6BP000BA0,,,,,4.000,,
6ES7 321 1EL000AA0,,,,,2.000,,
6ES7 392 1AM000AA0,,,,,4.000,,
6ES7 953 8LG300AA0,,,,,1.000,,
6ES7 954 8LC030AA0,,,,,1.000,,
6FX20 02 1DC001AD0,,,,,2.000,,
6FX20 02 1DC001BF0,,,,,7.000,,
6FX80 02 1AA011AD0,,,,,1.000,,
6FX80 02 1AA011AF0,,,,,1.000,,
6GK1 901 1BB102AA0,,,,,6.000,,
6GK1 901 1BB102AB0,,,,,3.000,,
6GK1 901 1BB102AE0,,,,,1.000,,
6GK5 008 0BA101AB2,,,,,1.000,,
6GK5 793 8DP000AA0,,,,,1.000,,
6GK5 795 1TR100AA6,,,,,2.000,,
6GK5 798 2PP002AA6,,,,,2.000,,
6GK5 798 8ML000AB3,,,,,1.000,,
6SL30 00 0EE414AA0,,,,,2.000,,
6SL30 40 1MA010AA0,,,,,1.000,,
6SL30 54 0EJ011BA0,,,,,1.000,,
6SL30 54 0FB001BA0,,,,,2.000,,
6SL30 55 0AA003FA0,,,,,4.000,,
6SL30 55 0AA004BA0,,,,,2.000,,
6SL30 55 0AA005CA2,,,,,4.000,,
6SL30 60 4AA500AA0,,,,,18.000,,
6SL30 60 4AJ200AA0,,,,,5.000,,
6SL30 72 0AA000AG0,,,,,3.000,,
6SL31 62 2BD000AA0,,,,,26.000,,
6SL31 62 2BM000AA0,,,,,17.000,,
6SL32 10 1PE214UL0,,,,,1.000,,
6SL33 00 1AE325AA0,,,,,1.000,,
6XV1 840 2AH10,,,,,175.000,,
6XV1 875 5AH10,,,,,2.000,,
6XV1 875 5AH50,,,,,2.000,,
6XV1 875 5CE30,,,,,2.000,,
700-HLT1Z24,,,,,24.000,,
721-202,,,,,40.000,,
721-202/026-000,,,,,22.000,,
721-203/037-000,,,,,41.000,,
721-206/026-9044,,,,,20.000,,
721-206/037-000,,,,,119.000,,
722-208/026-047,,,,,47.000,,
723-602,,,,,94.000,,
723-603,,,,,89.000,,
723-606,,,,,92.000,,
731-602,,,,,96.000,,
734-202,,,,,131.000,,
734-203,,,,,95.000,,
734-204,,,,,136.000,,
734-205/037-000,,,,,44.000,,
734-304,,,,,95.000,,
734-305/000-044,,,,,50.000,,
734-332,,,,,282.000,,
734-333,,,,,79.000,,
734-334,,,,,236.000,,
734-335,,,,,2.000,,
734-338,,,,,81.000,,
741-12-1CM,,,,,51.000,,
769-106,,,,,36.000,,
769-107,,,,,182.000,,
769-176,,,,,215.000,,
769-231,,,,,111.000,,
769-308,,,,,44.000,,
781-455,,,,,50.000,,
787-501,,,,,2.000,,
7RQ0 100 0AC00,,,,,162.000,,
7RQ0 100 0AP10,,,,,987.000,,
7RQ0 100 0AR10,,,,,243.000,,
7RQ0 100 0BC00,,,,,169.000,,
7RQ0 100 0BP10,,,,,58.000,,
7RQ0 100 0BR10,,,,,83.000,,
7RQ0 201 1AX00,,,,,"2,261.000",,
7RQ0 201 1BX00,,,,,205.000,,
7RQ0 201 1DX00,,,,,4.000,,
800XU,,,,,1.000,,
8GB0 204,,,,,9.000,,
8GB0 206,,,,,1.000,,
8GB0 50 1SRC,,,,,7.000,,
8UC61,,,,,6.000,,
8UC63,,,,,6.000,,
8UC64,,,,,5.000,,
8UC64 14 1BB00,,,,,2.000,,
8UC68,,,,,3.000,,
90.02,,,,,10.000,,
90.33,,,,,10.000,,
93.16,,,,,1.000,,
93.20,,,,,7.000,,
94.84.2SMA,,,,,556.000,,
97.02SPA,,,,,190.000,,
99.02.8.230.07,,,,,44.000,,
A9C30211,,,,,1.000,,
A9N18361,,,,,4.000,,
A9N1P02C,,,,,1.000,,
A9N1P04C,,,,,18.000,,
A9N1P63C,,,,,1.000,,
A9N26924,,,,,1.000,,
A9N2P02C,,,,,1.000,,
A9N2P02D,,,,,2.000,,
A9N2P04C,,,,,6.000,,
A9N2P06C,,,,,94.000,,
A9N2P10C,,,,,11.000,,
A9N2P16D,,,,,2.000,,
A9N2P20C,,,,,2.000,,
A9N2P40D,,,,,20.000,,
A9N2P63D,,,,,105.000,,
A9N3P04C,,,,,2.000,,
A9N3P06C,,,,,1.000,,
A9N3P32C,,,,,25.000,,
A9N3P50C,,,,,5.000,,
A9N3P63C,,,,,1.000,,
ACS-BRK-C,,,,,1.000,,
ACS-CP-C,,,,,8.000,,
ACS355-03-E01A2-4,,,,,1.000,,
ACS55001031A4+B055,,,,,1.000,,
AE 1054 500,,,,,1.000,,
ALV-D2 240VAC,,,,,13.000,,
AP1M122-R,,,,,27.000,,
ASP085052,,,,,680.000,,
ATV320U40N4C,,,,,1.000,,
AV230230,,,,,98.000,,
AV230DOM,,,,,39.000,,
AVAA22,,,,,63.000,,
B16-30-10 240V,,,,,2.000,,
B25-30-10 240V,,,,,9.000,,
B40-30-00 240V,,,,,2.000,,
BCLF-01,,,,,19.000,,
BCLF-10,,,,,16.000,,
BM-202H,,,,,1.000,,
BM-210H,,,,,23.000,,
BN30W,,,,,200.000,,
BN40W,,,,,30.000,,
BN75W,,,,,20.000,,
BNE30W,,,,,40.000,,
BNE40W,,,,,10.000,,
BNE75W,,,,,10.000,,
BNJ56FB,,,,,20.000,,
BPN120-GREY,,,,,76.000,,
BPN70-GREY,,,,,14.000,,
C10G32,,,,,12.000,,
C60H1P01AC,,,,,12.000,,
C60H1P10AC,,,,,3.000,,
C60H3P04AC,,,,,5.000,,
C60H3P06AC,,,,,4.000,,
C60H4P04AC,,,,,3.000,,
C60H4P06AC,,,,,2.000,,
C60H4P10AC,,,,,4.000,,
CA-702,,,,,263.000,,
CA2-KN22M7,,,,,1.000,,
CA7-22E,,,,,82.000,,
CA7-22K,,,,,28.000,,
CA723/10,,,,,3.000,,
CAD32E7,,,,,4.000,,
CAD32F7,,,,,101.000,,
CAD32N7,,,,,6.000,,
CAD50E7,,,,,2.000,,
CBB150,,,,,61.000,,
CBB35/50,,,,,370.000,,
CBB70,,,,,50.000,,
CBW03,,,,,14.000,,
CDL-4U,,,,,82.000,,
CDL4UN,,,,,34.000,,
CDTTU4,,,,,39.000,,
CF4U,,,,,145.000,,
CGT-10U,,,,,213.000,,
CGT4U,,,,,17.000,,
CGT6N,,,,,284.000,,
CHM3DU,,,,,2.000,,
CIMR-AD4A0005FMA,,,,,1.000,,
CIMR-AD4A0011FMA,,,,,1.000,,
CIMR-AD4A0018FMA,,,,,2.000,,
CS94047BOOO,,,,,60.000,,
CS94049,,,,,27.000,,
CSC-4T GREY,,,,,32.000,,
CSCG-4T Y/G,,,,,28.000,,
CSFL-4U,,,,,70.000,,
CSSDF315D3N,,,,,1.000,,
CSTSB4/N4,,,,,299.000,,
CTS-10 RED,,,,,34.000,,
CTS-10 YELLOW,,,,,39.000,,
CTS-10U GREY,,,,,666.000,,
CTS-16 GREY,,,,,187.000,,
CTS-2.5UN YELLOW,,,,,50.000,,
CTS-25U GRAY,,,,,74.000,,
CTS-35U GREY,,,,,25.000,,
CTS-4UN BLACK,,,,,39.000,,
CTS-4UN BLUE,,,,,54.000,,
CTS-4UN GREY,,,,,69.000,,
CTS-4UN RED,,,,,26.000,,
CTS-4UN YELLOW,,,,,51.000,,
CTS-6U GREY,,,,,"1,582.000",,
CTS-70L,,,,,4.000,,
CTS-95L,,,,,185.000,,
CUT6-KHAKHI,,,,,145.000,,
D9040,,,,,5.000,,
DBK 1X4  BLUE,,,,,3.000,,
DBK 1X4 BLACK,,,,,2.000,,
DBK 1X4 RED,,,,,1.000,,
DBK 1X4 YELLOW,,,,,3.000,,
DBK 1X8 GREY,,,,,13.000,,
DBK-2.5-10WAY BLAC,,,,,36.000,,
DBK-2.5-10WAY BLUE,,,,,13.000,,
DBK-2.5-10WAY GREY,,,,,8.000,,
DBK-2.5-10WAY ORNG,,,,,1.000,,
DBK-2.5-10WAY RED,,,,,43.000,,
DBK-2.5-10WAY WHIT,,,,,2.000,,
DBV14Z,,,,,102.000,,
DM1110,,,,,2.000,,
DM1210,,,,,2.000,,
DPBB-120,,,,,21.000,,
DPBB-50,,,,,11.000,,
DU3D4-GREY,,,,,13.000,,
E000-000-T05-00074,,,,,61.000,,
E000-B01-000-00062,,,,,41.000,,
E000-C10-000-00013,,,,,"1,470.000",,
E000-C10-000-00016,,,,,"2,600.000",,
E000-C10-000-00022,,,,,10.000,,
E000-S28-000-00107,,,,,"3,600.000",,
E001-000-000-00607,,,,,5.000,,
E001-000-000-00954,,,,,54.000,,
E001-000-000-00960,,,,,157.000,,
E001-A09-000-00001,,,,,18.000,,
E001-A09-000-00004,,,,,1.000,,
E001-C07-000-00001,,,,,152.000,,
E001-C07-000-00002,,,,,11.000,,
E001-C07-000-00004,,,,,27.000,,
E001-C07-000-00005,,,,,6.000,,
E001-C07-000-00006,,,,,614.000,,
E001-C07-000-00008,,,,,68.000,,
E001-C07-000-00009,,,,,70.000,,
E001-C07-000-00010,,,,,50.000,,
E001-C07-000-00011,,,,,110.000,,
E001-C07-000-00015,,,,,40.000,,
E001-C07-000-00019,,,,,20.000,,
E001-C07-000-00020,,,,,9.000,,
E001-C07-000-01013,,,,,20.000,,
E001-C28-000-00002,,,,,"3,111.000",,
E001-C28-000-00014,,,,,13.000,,
E001-C28-000-00016,,,,,2.000,,
E001-C28-000-00019,,,,,1.000,,
E001-C28-000-00021,,,,,2.000,,
E001-C28-000-00024,,,,,6.000,,
E001-C28-000-00025,,,,,7.000,,
E001-C28-000-00029,,,,,4.000,,
E001-C28-000-00036,,,,,2.000,,
E001-C28-000-00037,,,,,1.000,,
E001-C28-000-00038,,,,,3.000,,
E001-C28-000-00039,,,,,18.000,,
E001-C28-000-00041,,,,,16.000,,
E001-C28-000-00044,,,,,4.000,,
E001-C28-000-00053,,,,,2.000,,
E001-C28-000-00070,,,,,17.000,,
E001-C28-000-00076,,,,,19.000,,
E001-C28-000-00077,,,,,1.000,,
E001-C28-000-00079,,,,,9.000,,
E001-C28-000-00081,,,,,9.000,,
E001-C28-000-00083,,,,,6.000,,
E001-C28-000-00084,,,,,13.000,,
E001-C28-000-00085,,,,,8.000,,
E001-C28-000-00086,,,,,4.000,,
E001-C28-000-00087,,,,,8.000,,
E001-C28-000-00094,,,,,10.000,,
E001-C28-000-00279,,,,,11.000,,
E001-C28-000-00382,,,,,3.000,,
E001-C28-000-00383,,,,,13.000,,
E001-C28-000-00406,,,,,2.000,,
E001-C28-000-00439,,,,,2.000,,
E001-C28-000-00585,,,,,1.000,,
E001-C28-000-00643,,,,,2.000,,
E001-C28-000-01066,,,,,30.000,,
E001-C28-000-01067,,,,,17.000,,
E001-C28-000-01068,,,,,36.000,,
E001-C28-000-01069,,,,,20.000,,
E001-C28-000-01071,,,,,20.000,,
E001-C28-000-01074,,,,,2.000,,
E001-C28-000-01105,,,,,4.000,,
E001-C28-000-01107,,,,,21.000,,
E001-C28-I07-00468,,,,,6.000,,
E001-C28-I07-00471,,,,,15.000,,
E001-C28-I07-00472,,,,,4.000,,
E001-C28-I07-00473,,,,,10.000,,
E001-C28-I07-00538,,,,,1.000,,
E001-C28-I07-00564,,,,,2.000,,
E001-C28-I07-00649,,,,,3.000,,
E001-C28-I07-00656,,,,,18.000,,
E001-C28-I07-00657,,,,,25.000,,
E001-C28-I07-00658,,,,,9.000,,
E001-C28-I07-00660,,,,,28.000,,
E001-E07-000-01100,,,,,18.000,,
E001-E07-000-01101,,,,,6.000,,
E001-E10-000-00100,,,,,20.000,,
E001-E10-000-00106,,,,,36.000,,
E001-E10-000-00107,,,,,15.000,,
E001-E10-000-00110,,,,,50.000,,
E001-E10-000-00271,,,,,6.000,,
E001-F08-000-01159,,,,,5.000,,
E001-G05-000-00118,,,,,60.000,,
E001-I05-000-00010,,,,,862.000,,
E001-I05-000-00011,,,,,106.000,,
E001-I05-000-00133,,,,,89.000,,
E001-I05-000-00647,,,,,70.000,,
E001-L10-000-00013,,,,,44.000,,
E001-L10-000-00014,,,,,25.000,,
E001-L10-000-00015,,,,,50.000,,
E001-L10-000-00016,,,,,30.000,,
E001-L10-000-00157,,,,,103.000,,
E001-L10-000-00161,,,,,120.000,,
E001-L10-000-00163,,,,,19.000,,
E001-L10-000-00164,,,,,3.000,,
E001-P37-000-00230,,,,,4.000,,
E001-P37-000-00238,,,,,16.000,,
E001-P37-000-00239,,,,,12.000,,
E001-P37-000-00240,,,,,3.000,,
E001-P37-000-00243,,,,,32.000,,
E001-P37-000-00244,,,,,55.000,,
E001-P37-T05-00497,,,,,28.000,,
E001-P37-T05-00504,,,,,215.000,,
E001-P37-T05-00505,,,,,162.000,,
E001-P37-T05-00506,,,,,320.000,,
E001-P37-T05-00575,,,,,127.000,,
E001-P37-T05-00628,,,,,39.000,,
E001-P37-T05-00629,,,,,6.000,,
E001-P37-T05-00639,,,,,132.000,,
E001-P37-T05-00663,,,,,288.000,,
E001-P37-T05-00719,,,,,120.000,,
E001-P37-T05-00785,,,,,105.000,,
E001-P37-T05-00964,,,,,158.000,,
E001-R01-000-00257,,,,,39.000,,
E001-R01-000-00258,,,,,13.000,,
E001-R01-000-00303,,,,,10.000,,
E001-T04-000-01064,,,,,16.000,,
E001-T04-000-01065,,,,,48.000,,
E001-T11-000-00213,,,,,5.000,,
E001-T11-000-00433,,,,,3.000,,
E001-T11-000-01030,,,,,6.000,,
E001-U03-000-00214,,,,,32.000,,
E001-U03-A09-00290,,,,,10.000,,
E001-U03-I07-00272,,,,,43.000,,
E002-N03-000-00214,,,,,"1,008.000",,
E002-O11-000-00212,,,,,417.000,,
E002-O11-000-00253,,,,,544.000,,
E002-O11-000-00255,,,,,"3,575.000",,
E002-O11-000-00256,,,,,415.000,,
E002-S34-000-00233,,,,,47.000,,
E002-S34-000-00234,,,,,553.000,,
ELF3234,,,,,3.000,,
ELF3259,,,,,7.000,,
EM6434,,,,,1.000,,
EP-2.5U/4U,,,,,45.000,,
EP-6/10U,,,,,74.000,,
EPCD4LU,,,,,40.000,,
EPCDTTU,,,,,43.000,,
EPCSC-10T GREY,,,,,8.000,,
EPCSC-2.5T GREY,,,,,29.000,,
EPCSC-4T GREY,,,,,34.000,,
EPCSC-6T GREY,,,,,7.000,,
EPCSFL4U,,,,,29.000,,
EPDD,,,,,26.000,,
ET10,,,,,43.000,,
ET35,,,,,43.000,,
ET4,,,,,3.000,,
ET6,,,,,1.000,,
EWHS-200E-J,,,,,3.000,,
FA-210-H,,,,,53.000,,
G2RV-SR700 DC24,,,,,13.000,,
GCL25A400T/N,,,,,6.000,,
GMH6-GREY,,,,,536.000,,
GT-500,,,,,1.000,,
GT1000,,,,,1.000,,
GT4000,,,,,1.000,,
GV2-ME03,,,,,1.000,,
GV2-ME07,,,,,7.000,,
GV2-P03,,,,,3.000,,
GV2-P04,,,,,6.000,,
GV2-P05,,,,,3.000,,
GV2-P08,,,,,3.000,,
GVAED011,,,,,1.000,,
GVAN11,,,,,3.000,,
H113C,,,,,27.000,,
H135V,,,,,4.000,,
H2S16C,,,,,2.000,,
H7ET-NFV-B,,,,,2.000,,
HC-391B,,,,,6.000,,
HW1B-M110Y,,,,,3.000,,
HW1L-M110Q4G,,,,,2.000,,
HW1P-1Q4G,,,,,1.000,,
HW1P-1Q4W,,,,,5.000,,
HW1P-1T2S,,,,,2.000,,
HW1P-1T2Y,,,,,2.000,,
HW1P-1T82R,,,,,1.000,,
HW1P-1T82S,,,,,1.000,,
HW1P-1T82Y,,,,,1.000,,
HW1S-2T11,,,,,2.000,,
IMRE1SS2/24/OM,,,,,1.000,,
IMRE1SS4/24/OM,,,,,1.000,,
IMRE2SS8/24/OM,,,,,6.000,,
IMRE2SSF4/24/OM,,,,,2.000,,
IMRE4SS4/110A/R,,,,,10.000,,
IMRE4SS4/24/OM,,,,,1.000,,
IMRE4SS8/110A/R,,,,,38.000,,
IT505WCWMSP240A,,,,,1.000,,
J125SP-J125AS,,,,,1.000,,
J203SP,,,,,5.000,,
KAT M3,,,,,183.000,,
KAT M4C,,,,,37.000,,
KBTM6C-GREY,,,,,39.000,,
KKV-332,,,,,17.000,,
KL 1529 510,,,,,1.000,,
KLS001X-OA,,,,,64.000,,
KP1,,,,,119.000,,
KPNS-GRAY,,,,,25.000,,
KPS4,,,,,54.000,,
KPSD-GREY,,,,,93.000,,
KPT-GREY,,,,,16.000,,
KRTPN10A-1,,,,,41.000,,
KRTPN10B-1,,,,,3.000,,
KSL3-10W,,,,,113.000,,
KSL4-10W,,,,,40.000,,
KTO011(NC)50/60HZ,,,,,1.000,,
KUT10-BLACK,,,,,4.000,,
KUT10-RED,,,,,4.000,,
KUT2.5-GRAY,,,,,337.000,,
KUT4-BLACK,,,,,120.000,,
KUT4-RED,,,,,4.000,,
KUT4-YELLOW,,,,,4.000,,
KUT6-BLACK,,,,,2.000,,
KUT6-BLUE,,,,,2.000,,
L200-AD11,,,,,17.000,,
LA1-KN11,,,,,3.000,,
LA24F1,,,,,2.000,,
LA25F1,,,,,65.000,,
LAD-7B106,,,,,5.000,,
LAD-8N11,,,,,2.000,,
LAD-9R1,,,,,4.000,,
LAD-N04,,,,,10.000,,
LAD-N10,,,,,1.000,,
LAD-N11,,,,,1.000,,
LAD-N13,,,,,3.000,,
LAD-N20,,,,,2.000,,
LAD-N22,,,,,7.000,,
LAD-N40,,,,,1.000,,
LAD-R0,,,,,6.000,,
LAD-T0,,,,,2.000,,
LAD-T2,,,,,1.000,,
LAD9-R1,,,,,3.000,,
LADN11,,,,,21.000,,
LB225-31500-B33 25,,,,,5.000,,
LB232-32309-B33,,,,,6.000,,
LB240-31300-B33 40,,,,,3.000,,
LB263-31300-B33 63,,,,,118.000,,
LB280-31153-B42 80,,,,,7.000,,
LBF32300 B31SMRDYR,,,,,1.000,,
LBFS-011110,,,,,5.000,,
LBG32309B31MRDYR,,,,,2.000,,
LC1 D098BD,,,,,1.000,,
LC1 D188BD,,,,,1.000,,
LC1-D098M7,,,,,1.000,,
LC1-D09E7,,,,,1.000,,
LC1-D09F7,,,,,17.000,,
LC1-D128F7,,,,,11.000,,
LC1-D12E7,,,,,12.000,,
LC1-D258F7,,,,,1.000,,
LC1-D40004M5,,,,,12.000,,
LC1-D40AE7,,,,,11.000,,
LC1-D80F7,,,,,2.000,,
LC1-DT32M7,,,,,12.000,,
LC1-DT60M7,,,,,1.000,,
LC1-F1250,,,,,1.000,,
LD13F1,,,,,49.000,,
LD14F1,,,,,3.000,,
LK10-Y/R,,,,,17.000,,
LRD-3359,,,,,1.000,,
LT3SE00F,,,,,4.000,,
LV429408,,,,,1.000,,
LV429752,,,,,2.000,,
LV431563,,,,,2.000,,
LV432598,,,,,1.000,,
LV432693,,,,,2.000,,
LV510307,,,,,2.000,,
LV540306,,,,,2.000,,
LV580302,,,,,1.000,,
LVM-3P,,,,,6.000,,
LX1-D8F5,,,,,1.000,,
LX1-FG110,,,,,1.000,,
LX1FL110,,,,,1.000,,
LXD-3M7,,,,,1.000,,
MCT4-BLUE,,,,,353.000,,
MCT4-GREY,,,,,"3,842.000",,
MCT4-ORANGE,,,,,156.000,,
MEP4-GREY,,,,,941.000,,
MG53BF,,,,,16.000,,
MG53BT,,,,,17.000,,
MJ81BK,,,,,16.000,,
MJ83BK,,,,,7.000,,
MJ83BKD,,,,,7.000,,
MJA3BK,,,,,4.000,,
MN29408,,,,,4.000,,
MP21SS030S4,,,,,4.000,,
MP21SS060S4,,,,,1.000,,
MS71651668,,,,,8.000,,
MY2IN-D2 DC24 (S),,,,,4.000,,
MY2N AC24,,,,,10.000,,
MY2N GS AC24,,,,,10.000,,
MY2N-AC100/110,,,,,71.000,,
MY2N-D2-DC24,,,,,15.000,,
MY2N-GS AC100/110,,,,,1.000,,
